1959248384,1959249919,INDONESIA
1959249920,1959250175,INDONESIA
1959250176,1959250687,INDONESIA
1959250688,1959250695,INDONESIA
1959250696,1959250703,INDONESIA
1959250704,1959250719,INDONESIA
1959250720,1959250727,INDONESIA
1959250728,1959250731,INDONESIA
1959250732,1959250735,INDONESIA
1959250736,1959250743,INDONESIA
1959250744,1959250767,INDONESIA
1959250768,1959250783,INDONESIA
1959250784,1959250791,INDONESIA
1959250792,1959250799,INDONESIA
1959250800,1959250815,INDONESIA
1959250816,1959250831,INDONESIA
1959250832,1959250863,INDONESIA
1959250864,1959250879,INDONESIA
1959250880,1959251247,INDONESIA
1959251248,1959251255,INDONESIA
1959251256,1959251271,INDONESIA
1959251272,1959251279,INDONESIA
1959251280,1959251295,INDONESIA
1959251296,1959251327,INDONESIA
1959251328,1959251335,INDONESIA
1959251336,1959251359,INDONESIA
1959251360,1959251367,INDONESIA
1959251368,1959251385,INDONESIA
1959251386,1959251459,INDONESIA
1959251460,1959251466,INDONESIA
1959251467,1959251467,INDONESIA
1959251468,1959251471,INDONESIA
1959251472,1959251479,INDONESIA
1959251480,1959251499,INDONESIA
1959251500,1959251503,INDONESIA
1959251504,1959251507,INDONESIA
1959251508,1959251511,INDONESIA
1959251512,1959251519,INDONESIA
1959251520,1959251527,INDONESIA
1959251528,1959251531,INDONESIA
1959251532,1959251535,INDONESIA
1959251536,1959251543,INDONESIA
1959251544,1959251551,INDONESIA
1959251552,1959251555,INDONESIA
1959251556,1959251559,INDONESIA
1959251560,1959251567,INDONESIA
1959251568,1959251575,INDONESIA
1959251576,1959251587,INDONESIA
1959251588,1959251591,INDONESIA
1959251592,1959251595,INDONESIA
1959251596,1959251607,INDONESIA
1959251608,1959251619,INDONESIA
1959251620,1959251623,INDONESIA
1959251624,1959251627,INDONESIA
1959251628,1959251635,INDONESIA
1959251636,1959251639,INDONESIA
1959251640,1959251643,INDONESIA
1959251644,1959251647,INDONESIA
1959251648,1959251651,INDONESIA
1959251652,1959251659,INDONESIA
1959251660,1959251663,INDONESIA
1959251664,1959251667,INDONESIA
1959251668,1959251671,INDONESIA
1959251672,1959251679,INDONESIA
1959251680,1959251683,INDONESIA
1959251684,1959251687,INDONESIA
1959251688,1959251691,INDONESIA
1959251692,1959251695,INDONESIA
1959251696,1959251699,INDONESIA
1959251700,1959251707,INDONESIA
1959251708,1959251711,INDONESIA
1959251712,1959251723,INDONESIA
1959251724,1959251727,INDONESIA
1959251728,1959251743,INDONESIA
1959251744,1959251751,INDONESIA
1959251752,1959251759,INDONESIA
1959251760,1959251775,INDONESIA
1959251776,1959251871,INDONESIA
1959251872,1959251903,INDONESIA
1959251904,1959251911,INDONESIA
1959251912,1959251919,INDONESIA
1959251920,1959251967,INDONESIA
1959251968,1959252223,NEW ZEALAND
1959252224,1959252735,NEW ZEALAND
1959252736,1959252991,NEW ZEALAND
1959252992,1959254015,NEW ZEALAND
1959254016,1959254527,NEW ZEALAND
1959254528,1959254783,NEW ZEALAND
1959254784,1959256063,NEW ZEALAND
1959256064,1959257599,AUSTRALIA
1959257600,1959257663,AUSTRALIA
1959257664,1959257855,AUSTRALIA
1959257856,1959260159,AUSTRALIA
1959260160,1959260415,JAPAN
1959260416,1959261439,JAPAN
1959261440,1959262207,JAPAN
1959262208,1959264255,JAPAN
1959264256,1959395327,KOREA, REPUBLIC OF
1959395328,1959395583,INDIA
1959395584,1959395839,INDIA
1959395840,1959396095,INDIA
1959396096,1959396351,INDIA
1959396352,1959396607,INDIA
1959396608,1959396863,INDIA
1959396864,1959397375,INDIA
1959397376,1959397631,INDIA
1959397632,1959397887,INDIA
1959397888,1959398143,INDIA
1959398144,1959398399,INDIA
1959398400,1959398655,INDIA
1959398656,1959398911,INDIA
1959398912,1959399423,INDIA
1959399424,1959400959,INDIA
1959400960,1959401471,INDIA
1959401472,1959401727,INDIA
1959401728,1959401983,INDIA
1959401984,1959402239,INDIA
1959402240,1959402495,INDIA
1959402496,1959403519,INDIA
1959403520,1959403775,INDIA
1959403776,1959404031,INDIA
1959404032,1959404287,INDIA
1959404288,1959405567,INDIA
1959405568,1959406335,INDIA
1959406336,1959406591,INDIA
1959406592,1959407103,INDIA
1959407104,1959407359,INDIA
1959407360,1959407615,INDIA
1959407616,1959411711,INDIA
1959411712,1959412479,INDIA
1959412480,1959412991,INDIA
1959412992,1959413247,INDIA
1959413248,1959413503,INDIA
1959413504,1959413759,INDIA
1959413760,1959414015,INDIA
1959414016,1959414271,INDIA
1959414272,1959414527,INDIA
1959414528,1959414783,INDIA
1959414784,1959415039,INDIA
1959415040,1959415295,INDIA
1959415296,1959415551,INDIA
1959415552,1959415807,INDIA
1959415808,1959416063,INDIA
1959416064,1959416319,INDIA
1959416320,1959416575,INDIA
1959416576,1959416831,INDIA
1959416832,1959417599,INDIA
1959417600,1959417855,INDIA
1959417856,1959418111,INDIA
1959418112,1959418879,INDIA
1959418880,1959419135,INDIA
1959419136,1959419391,INDIA
1959419392,1959419647,INDIA
1959419648,1959419903,INDIA
1959419904,1959420159,INDIA
1959420160,1959420415,INDIA
1959420416,1959420671,INDIA
1959420672,1959421183,INDIA
1959421184,1959421695,INDIA
1959421696,1959421951,INDIA
1959421952,1959422207,INDIA
1959422208,1959422719,INDIA
1959422720,1959422975,INDIA
1959422976,1959423231,INDIA
1959423232,1959423487,INDIA
1959423488,1959423743,INDIA
1959423744,1959424255,INDIA
1959424256,1959424511,INDIA
1959424512,1959424767,INDIA
1959424768,1959425023,INDIA
1959425024,1959425279,INDIA
1959425280,1959425535,INDIA
1959425536,1959425791,INDIA
1959425792,1959426047,INDIA
1959426048,1959426559,INDIA
1959426560,1959426815,INDIA
1959426816,1959427071,INDIA
1959427072,1959427327,INDIA
1959427328,1959427583,INDIA
1959427584,1959427839,INDIA
1959427840,1959428095,INDIA
1959428096,1959428351,INDIA
1959428352,1959428607,INDIA
1959428608,1959428863,INDIA
1959428864,1959429119,INDIA
1959429120,1959429887,INDIA
1959429888,1959430143,INDIA
1959430144,1959430399,INDIA
1959430400,1959430655,INDIA
1959430656,1959430911,INDIA
1959430912,1959431167,INDIA
1959431168,1959431423,INDIA
1959431424,1959431679,INDIA
1959431680,1959431935,INDIA
1959431936,1959432447,INDIA
1959432448,1959433471,INDIA
1959433472,1959433727,INDIA
1959433728,1959433983,INDIA
1959433984,1959434239,INDIA
1959434240,1959434495,INDIA
1959434496,1959434751,INDIA
1959434752,1959435007,INDIA
1959435008,1959436031,INDIA
1959436032,1959436287,INDIA
1959436288,1959436543,INDIA
1959436544,1959436799,INDIA
1959436800,1959437055,INDIA
1959437056,1959438079,INDIA
1959438080,1959438335,INDIA
1959438336,1959438591,INDIA
1959438592,1959440127,INDIA
1959440128,1959440383,INDIA
1959440384,1959440639,INDIA
1959440640,1959440895,INDIA
1959440896,1959441151,INDIA
1959441152,1959441407,INDIA
1959441408,1959441663,INDIA
1959441664,1959441919,INDIA
1959441920,1959442175,INDIA
1959442176,1959442431,INDIA
1959442432,1959442687,INDIA
1959442688,1959442943,INDIA
1959442944,1959443199,INDIA
1959443200,1959443455,INDIA
1959443456,1959443711,INDIA
1959443712,1959444479,INDIA
1959444480,1959444991,INDIA
1959444992,1959445247,INDIA
1959445248,1959446271,INDIA
1959446272,1959446527,INDIA
1959446528,1959448319,INDIA
1959448320,1959448575,INDIA
1959448576,1959448831,INDIA
1959448832,1959449087,INDIA
1959449088,1959449343,INDIA
1959449344,1959449599,INDIA
1959449600,1959449855,INDIA
1959449856,1959450111,INDIA
1959450112,1959450367,INDIA
1959450368,1959450623,INDIA
1959450624,1959450879,INDIA
1959450880,1959451135,INDIA
1959451136,1959451391,INDIA
1959451392,1959452415,INDIA
1959452416,1959452671,INDIA
1959452672,1959452927,INDIA
1959452928,1959453183,INDIA
1959453184,1959454719,INDIA
1959454720,1959456767,INDIA
1959456768,1959457023,INDIA
